ordinal,frameId,frameName,nodeId,nodeName,adjacentText,ancestorNames,ancestorIds,family,icon,style,fills,svg,geometryKey
1398,BNmM5,13A. Global settings · Desktop light,cOCez,Session status,Planning CI follow-up Parent · Running,13A. Global settings · Desktop light > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Delegated worker parent,BNmM5/rfVVB/OP2By/qDFcK/xJrri,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#6D28D9,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
1399,BNmM5,13A. Global settings · Desktop light,cOCez,Session status,CI regression checks Worker · Needs review #219,13A. Global settings · Desktop light > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example,BNmM5/rfVVB/OP2By/qDFcK/dcZPW/CtBMx/ynL0t,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#6D28D9,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
1400,BNmM5,13A. Global settings · Desktop light,r3iXr,Reference status glyph,#219,13A. Global settings · Desktop light > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example > Session labels > Optional tracker reference line > Optional PR or issue,BNmM5/rfVVB/OP2By/qDFcK/dcZPW/CtBMx/ynL0t/F88dJ/HPxph/zfD1m,lucide,git-pull-request,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#6D28D9,icons/lucide-git-pull-request-9ff25470d22f.svg,lucide/git-pull-request/9ff25470d22f
1401,BNmM5,13A. Global settings · Desktop light,f4huG,Expand project,hearsay-local-architect main,13A. Global settings · Desktop light > Shared project navigation > Expanded project and session navigation > hearsay-local-architect collapsed,BNmM5/rfVVB/OP2By/ucDW7,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1402,BNmM5,13A. Global settings · Desktop light,f4huG,Expand project,earwitness main,13A. Global settings · Desktop light > Shared project navigation > Expanded project and session navigation > earwitness collapsed,BNmM5/rfVVB/OP2By/rizuB,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1403,BNmM5,13A. Global settings · Desktop light,f4huG,Expand project,dev-toolkit main,13A. Global settings · Desktop light > Shared project navigation > Expanded project and session navigation > dev-toolkit collapsed,BNmM5/rfVVB/OP2By/XhhVY,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1404,BNmM5,13A. Global settings · Desktop light,tZRqN,New task icon,Global settings,13A. Global settings · Desktop light > Shared project navigation > Global settings navigation,BNmM5/rfVVB/Zbj5V,lucide,settings-2,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-settings-2-1cc665612c4e.svg,lucide/settings-2/1cc665612c4e
1405,BNmM5,13A. Global settings · Desktop light,a8CdMw,Local execution,Your agents. Your machine.,13A. Global settings · Desktop light > Shared project navigation > Local workspace status,BNmM5/rfVVB/EBZYk,lucide,monitor,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-monitor-8d25db114b57.svg,lucide/monitor/8d25db114b57
1406,BNmM5,13A. Global settings · Desktop light,afg6q,Project folder,Workspace / Global settings Shared settings,13A. Global settings · Desktop light > Page workspace > Shared page breadcrumb,BNmM5/LnwC2/c1ZxaO,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68
1407,BNmM5,13A. Global settings · Desktop light,wNg1i,Isolated worktree indicator,Workspace / Global settings Shared settings,13A. Global settings · Desktop light > Page workspace > Shared page breadcrumb,BNmM5/LnwC2/c1ZxaO,lucide,shield-check,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#6D28D9,icons/lucide-shield-check-588013874c94.svg,lucide/shield-check/588013874c94
1408,BNmM5,13A. Global settings · Desktop light,j3pAz,Appearance icon,"Appearance Theme, accent and interface density.",13A. Global settings · Desktop light > Page workspace > Page content > Settings navigation and content > Settings content > Appearance settings link,BNmM5/LnwC2/deOwS/UA1Iu/wffVh/pQ4di,lucide,palette,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-palette-955985ec419e.svg,lucide/palette/955985ec419e
1409,BNmM5,13A. Global settings · Desktop light,OsSUA,Open Appearance,"Appearance Theme, accent and interface density.",13A. Global settings · Desktop light > Page workspace > Page content > Settings navigation and content > Settings content > Appearance settings link,BNmM5/LnwC2/deOwS/UA1Iu/wffVh/pQ4di,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1410,BNmM5,13A. Global settings · Desktop light,j3pAz,Notifications icon,Notifications Browser notifications when an agent needs your attention.,13A. Global settings · Desktop light > Page workspace > Page content > Settings navigation and content > Settings content > Notifications settings link,BNmM5/LnwC2/deOwS/UA1Iu/wffVh/l9F4QD,lucide,bell,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-bell-68832157a879.svg,lucide/bell/68832157a879
1411,BNmM5,13A. Global settings · Desktop light,OsSUA,Open Notifications,Notifications Browser notifications when an agent needs your attention.,13A. Global settings · Desktop light > Page workspace > Page content > Settings navigation and content > Settings content > Notifications settings link,BNmM5/LnwC2/deOwS/UA1Iu/wffVh/l9F4QD,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1412,BNmM5,13A. Global settings · Desktop light,j3pAz,Resources icon,"Resources Parallel task limits and per-task memory, across all projects.",13A. Global settings · Desktop light > Page workspace > Page content > Settings navigation and content > Settings content > Resources settings link,BNmM5/LnwC2/deOwS/UA1Iu/wffVh/ZAfKe,lucide,cpu,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-cpu-78353ca31ba0.svg,lucide/cpu/78353ca31ba0
1413,BNmM5,13A. Global settings · Desktop light,OsSUA,Open Resources,"Resources Parallel task limits and per-task memory, across all projects.",13A. Global settings · Desktop light > Page workspace > Page content > Settings navigation and content > Settings content > Resources settings link,BNmM5/LnwC2/deOwS/UA1Iu/wffVh/ZAfKe,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1414,BNmM5,13A. Global settings · Desktop light,j3pAz,Skills icon,Skills Updates for skill collections installed on this machine.,13A. Global settings · Desktop light > Page workspace > Page content > Settings navigation and content > Settings content > Skills settings link,BNmM5/LnwC2/deOwS/UA1Iu/wffVh/ZFA5V,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a
1415,BNmM5,13A. Global settings · Desktop light,OsSUA,Open Skills,Skills Updates for skill collections installed on this machine.,13A. Global settings · Desktop light > Page workspace > Page content > Settings navigation and content > Settings content > Skills settings link,BNmM5/LnwC2/deOwS/UA1Iu/wffVh/ZFA5V,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1416,BNmM5,13A. Global settings · Desktop light,j3pAz,Agent accounts icon,Agent accounts Agent logins and default runner/model preferences.,13A. Global settings · Desktop light > Page workspace > Page content > Settings navigation and content > Settings content > Agent accounts settings link,BNmM5/LnwC2/deOwS/UA1Iu/wffVh/sraCk,lucide,key-round,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-key-round-95b132a639e7.svg,lucide/key-round/95b132a639e7
1417,BNmM5,13A. Global settings · Desktop light,OsSUA,Open Agent accounts,Agent accounts Agent logins and default runner/model preferences.,13A. Global settings · Desktop light > Page workspace > Page content > Settings navigation and content > Settings content > Agent accounts settings link,BNmM5/LnwC2/deOwS/UA1Iu/wffVh/sraCk,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1418,BNmM5,13A. Global settings · Desktop light,j3pAz,Projects icon,Projects Connected repositories and the checkout location.,13A. Global settings · Desktop light > Page workspace > Page content > Settings navigation and content > Settings content > Projects settings link,BNmM5/LnwC2/deOwS/UA1Iu/wffVh/LpKjl,lucide,folders,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-folders-9606cd829815.svg,lucide/folders/9606cd829815
1419,BNmM5,13A. Global settings · Desktop light,OsSUA,Open Projects,Projects Connected repositories and the checkout location.,13A. Global settings · Desktop light > Page workspace > Page content > Settings navigation and content > Settings content > Projects settings link,BNmM5/LnwC2/deOwS/UA1Iu/wffVh/LpKjl,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1420,c6wef,13C. Global settings · Mobile light,gf66U,Open navigation,Cezarion,13C. Global settings · Mobile light > Shared mobile header,c6wef/ZdVNw,lucide,menu,box-sizing: border-box; flex-shrink: 0; height: 20px; width: 20px,#667084,icons/lucide-menu-fdc199b4cb7c.svg,lucide/menu/fdc199b4cb7c
1421,c6wef,13C. Global settings · Mobile light,pbEXQ,Action icon,General · Sections,13C. Global settings · Mobile light > Page content > Settings navigation and content > Settings sections > General · Sections,c6wef/At1WO/NkalN/R3tjzd/HGMeV,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
1422,c6wef,13C. Global settings · Mobile light,j3pAz,Appearance icon,"Appearance Theme, accent and interface density.",13C. Global settings · Mobile light > Page content > Settings navigation and content > Settings content > Appearance settings link,c6wef/At1WO/NkalN/xM2gx/bwWqV,lucide,palette,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-palette-955985ec419e.svg,lucide/palette/955985ec419e
1423,c6wef,13C. Global settings · Mobile light,OsSUA,Open Appearance,"Appearance Theme, accent and interface density.",13C. Global settings · Mobile light > Page content > Settings navigation and content > Settings content > Appearance settings link,c6wef/At1WO/NkalN/xM2gx/bwWqV,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1424,c6wef,13C. Global settings · Mobile light,j3pAz,Notifications icon,Notifications Browser notifications when an agent needs your attention.,13C. Global settings · Mobile light > Page content > Settings navigation and content > Settings content > Notifications settings link,c6wef/At1WO/NkalN/xM2gx/k13Me,lucide,bell,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-bell-68832157a879.svg,lucide/bell/68832157a879
1425,c6wef,13C. Global settings · Mobile light,OsSUA,Open Notifications,Notifications Browser notifications when an agent needs your attention.,13C. Global settings · Mobile light > Page content > Settings navigation and content > Settings content > Notifications settings link,c6wef/At1WO/NkalN/xM2gx/k13Me,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1426,c6wef,13C. Global settings · Mobile light,j3pAz,Resources icon,"Resources Parallel task limits and per-task memory, across all projects.",13C. Global settings · Mobile light > Page content > Settings navigation and content > Settings content > Resources settings link,c6wef/At1WO/NkalN/xM2gx/fxaOC,lucide,cpu,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-cpu-78353ca31ba0.svg,lucide/cpu/78353ca31ba0
1427,c6wef,13C. Global settings · Mobile light,OsSUA,Open Resources,"Resources Parallel task limits and per-task memory, across all projects.",13C. Global settings · Mobile light > Page content > Settings navigation and content > Settings content > Resources settings link,c6wef/At1WO/NkalN/xM2gx/fxaOC,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1428,c6wef,13C. Global settings · Mobile light,j3pAz,Skills icon,Skills Updates for skill collections installed on this machine.,13C. Global settings · Mobile light > Page content > Settings navigation and content > Settings content > Skills settings link,c6wef/At1WO/NkalN/xM2gx/FlXEP,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a
1429,c6wef,13C. Global settings · Mobile light,OsSUA,Open Skills,Skills Updates for skill collections installed on this machine.,13C. Global settings · Mobile light > Page content > Settings navigation and content > Settings content > Skills settings link,c6wef/At1WO/NkalN/xM2gx/FlXEP,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1430,c6wef,13C. Global settings · Mobile light,j3pAz,Agent accounts icon,Agent accounts Agent logins and default runner/model preferences.,13C. Global settings · Mobile light > Page content > Settings navigation and content > Settings content > Agent accounts settings link,c6wef/At1WO/NkalN/xM2gx/a232p,lucide,key-round,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-key-round-95b132a639e7.svg,lucide/key-round/95b132a639e7
1431,c6wef,13C. Global settings · Mobile light,OsSUA,Open Agent accounts,Agent accounts Agent logins and default runner/model preferences.,13C. Global settings · Mobile light > Page content > Settings navigation and content > Settings content > Agent accounts settings link,c6wef/At1WO/NkalN/xM2gx/a232p,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1432,c6wef,13C. Global settings · Mobile light,j3pAz,Projects icon,Projects Connected repositories and the checkout location.,13C. Global settings · Mobile light > Page content > Settings navigation and content > Settings content > Projects settings link,c6wef/At1WO/NkalN/xM2gx/Zbw9z,lucide,folders,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-folders-9606cd829815.svg,lucide/folders/9606cd829815
1433,c6wef,13C. Global settings · Mobile light,OsSUA,Open Projects,Projects Connected repositories and the checkout location.,13C. Global settings · Mobile light > Page content > Settings navigation and content > Settings content > Projects settings link,c6wef/At1WO/NkalN/xM2gx/Zbw9z,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1434,FKM0u,13B. Global settings · Desktop dark,cgB89,Search,Search… ⌘K,13B. Global settings · Desktop dark > Shared project navigation > Search tasks,FKM0u/ZgmDf/ybjGr,lucide,search,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-search-97566fb629e3.svg,lucide/search/97566fb629e3
1435,FKM0u,13B. Global settings · Desktop dark,tZRqN,New task icon,New task,13B. Global settings · Desktop dark > Shared project navigation > Workspace links > New task,FKM0u/ZgmDf/bb25v/qc4mQ,lucide,plus,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-plus-5d291bcb8254.svg,lucide/plus/5d291bcb8254
1436,FKM0u,13B. Global settings · Desktop dark,tZRqN,New task icon,All tasks,13B. Global settings · Desktop dark > Shared project navigation > Workspace links > All tasks,FKM0u/ZgmDf/bb25v/w9L9KD,lucide,layers,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-layers-bcddb17470e3.svg,lucide/layers/bcddb17470e3
1437,FKM0u,13B. Global settings · Desktop dark,f4huG,Expand project,cezar main,13B. Global settings · Desktop dark > Shared project navigation > Expanded project and session navigation > iac expanded,FKM0u/ZgmDf/OP2By/FbK2w,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
1438,FKM0u,13B. Global settings · Desktop dark,tZRqN,New task icon,Tasks,13B. Global settings · Desktop dark > Shared project navigation > Expanded project and session navigation > Project destinations > Tasks,FKM0u/ZgmDf/OP2By/X1Nlc6/OX1gU,lucide,list-todo,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-list-todo-90fea884f26c.svg,lucide/list-todo/90fea884f26c
1439,FKM0u,13B. Global settings · Desktop dark,tZRqN,New task icon,Git,13B. Global settings · Desktop dark > Shared project navigation > Expanded project and session navigation > Project destinations > Git,FKM0u/ZgmDf/OP2By/X1Nlc6/EnvoZ,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
1440,FKM0u,13B. Global settings · Desktop dark,tZRqN,New task icon,GitHub,13B. Global settings · Desktop dark > Shared project navigation > Expanded project and session navigation > Project destinations > GitHub,FKM0u/ZgmDf/OP2By/X1Nlc6/k0oRA,lucide,github,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-github-357f9b03fe86.svg,lucide/github/357f9b03fe86
1441,FKM0u,13B. Global settings · Desktop dark,tZRqN,New task icon,Skills,13B. Global settings · Desktop dark > Shared project navigation > Expanded project and session navigation > Project destinations > Skills,FKM0u/ZgmDf/OP2By/X1Nlc6/nuHSs,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a
1442,FKM0u,13B. Global settings · Desktop dark,tZRqN,New task icon,Workflows,13B. Global settings · Desktop dark > Shared project navigation > Expanded project and session navigation > Project destinations > Workflows,FKM0u/ZgmDf/OP2By/X1Nlc6/CHKpB,lucide,workflow,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-workflow-8a89b4882c44.svg,lucide/workflow/8a89b4882c44
1443,FKM0u,13B. Global settings · Desktop dark,tZRqN,New task icon,Settings,13B. Global settings · Desktop dark > Shared project navigation > Expanded project and session navigation > Project destinations > Settings,FKM0u/ZgmDf/OP2By/X1Nlc6/CcnMu,lucide,settings,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-settings-6f5239928ba5.svg,lucide/settings/6f5239928ba5
1444,FKM0u,13B. Global settings · Desktop dark,cOCez,Session status,Fixing finalization failure Parent · Done #217,13B. Global settings · Desktop dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session,FKM0u/ZgmDf/OP2By/qDFcK/z4zFw,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#74D5A1,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
1445,FKM0u,13B. Global settings · Desktop dark,r3iXr,Reference status glyph,#217,13B. Global settings · Desktop dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session > Session labels > Optional tracker reference line > Optional PR or issue,FKM0u/ZgmDf/OP2By/qDFcK/z4zFw/F88dJ/HPxph/zfD1m,lucide,git-merge,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#D7BDFF,icons/lucide-git-merge-f64349b9dbe0.svg,lucide/git-merge/f64349b9dbe0
1446,FKM0u,13B. Global settings · Desktop dark,cOCez,Session status,Implementation worker Worker · Done,13B. Global settings · Desktop dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to audit > Worker hierarchy guide > Audit worker,FKM0u/ZgmDf/OP2By/qDFcK/E5FWJ/tVXld/bTWrG,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#74D5A1,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
1447,FKM0u,13B. Global settings · Desktop dark,cOCez,Session status,Planning CI follow-up Parent · Running,13B. Global settings · Desktop dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Delegated worker parent,FKM0u/ZgmDf/OP2By/qDFcK/xJrri,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#D7BDFF,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
1448,FKM0u,13B. Global settings · Desktop dark,cOCez,Session status,CI regression checks Worker · Needs review #219,13B. Global settings · Desktop dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example,FKM0u/ZgmDf/OP2By/qDFcK/dcZPW/CtBMx/ynL0t,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#D7BDFF,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
1449,FKM0u,13B. Global settings · Desktop dark,r3iXr,Reference status glyph,#219,13B. Global settings · Desktop dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example > Session labels > Optional tracker reference line > Optional PR or issue,FKM0u/ZgmDf/OP2By/qDFcK/dcZPW/CtBMx/ynL0t/F88dJ/HPxph/zfD1m,lucide,git-pull-request,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#D7BDFF,icons/lucide-git-pull-request-9ff25470d22f.svg,lucide/git-pull-request/9ff25470d22f
1450,FKM0u,13B. Global settings · Desktop dark,f4huG,Expand project,hearsay-local-architect main,13B. Global settings · Desktop dark > Shared project navigation > Expanded project and session navigation > hearsay-local-architect collapsed,FKM0u/ZgmDf/OP2By/ucDW7,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1451,FKM0u,13B. Global settings · Desktop dark,f4huG,Expand project,earwitness main,13B. Global settings · Desktop dark > Shared project navigation > Expanded project and session navigation > earwitness collapsed,FKM0u/ZgmDf/OP2By/rizuB,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1452,FKM0u,13B. Global settings · Desktop dark,f4huG,Expand project,dev-toolkit main,13B. Global settings · Desktop dark > Shared project navigation > Expanded project and session navigation > dev-toolkit collapsed,FKM0u/ZgmDf/OP2By/XhhVY,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1453,FKM0u,13B. Global settings · Desktop dark,tZRqN,New task icon,Global settings,13B. Global settings · Desktop dark > Shared project navigation > Global settings navigation,FKM0u/ZgmDf/Zbj5V,lucide,settings-2,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-settings-2-1cc665612c4e.svg,lucide/settings-2/1cc665612c4e
1454,FKM0u,13B. Global settings · Desktop dark,a8CdMw,Local execution,Your agents. Your machine.,13B. Global settings · Desktop dark > Shared project navigation > Local workspace status,FKM0u/ZgmDf/EBZYk,lucide,monitor,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-monitor-8d25db114b57.svg,lucide/monitor/8d25db114b57
1455,FKM0u,13B. Global settings · Desktop dark,afg6q,Project folder,Workspace / Global settings Shared settings,13B. Global settings · Desktop dark > Page workspace > Shared page breadcrumb,FKM0u/FYFBz/BRq9b,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68
1456,FKM0u,13B. Global settings · Desktop dark,wNg1i,Isolated worktree indicator,Workspace / Global settings Shared settings,13B. Global settings · Desktop dark > Page workspace > Shared page breadcrumb,FKM0u/FYFBz/BRq9b,lucide,shield-check,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#D7BDFF,icons/lucide-shield-check-588013874c94.svg,lucide/shield-check/588013874c94
1457,FKM0u,13B. Global settings · Desktop dark,j3pAz,Appearance icon,"Appearance Theme, accent and interface density.",13B. Global settings · Desktop dark > Page workspace > Page content > Settings navigation and content > Settings content > Appearance settings link,FKM0u/FYFBz/FLFl7/c3C0gv/NFzww/W49nNa,lucide,palette,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#D7BDFF,icons/lucide-palette-955985ec419e.svg,lucide/palette/955985ec419e
1458,FKM0u,13B. Global settings · Desktop dark,OsSUA,Open Appearance,"Appearance Theme, accent and interface density.",13B. Global settings · Desktop dark > Page workspace > Page content > Settings navigation and content > Settings content > Appearance settings link,FKM0u/FYFBz/FLFl7/c3C0gv/NFzww/W49nNa,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1459,FKM0u,13B. Global settings · Desktop dark,j3pAz,Notifications icon,Notifications Browser notifications when an agent needs your attention.,13B. Global settings · Desktop dark > Page workspace > Page content > Settings navigation and content > Settings content > Notifications settings link,FKM0u/FYFBz/FLFl7/c3C0gv/NFzww/hvlt2,lucide,bell,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#D7BDFF,icons/lucide-bell-68832157a879.svg,lucide/bell/68832157a879
1460,FKM0u,13B. Global settings · Desktop dark,OsSUA,Open Notifications,Notifications Browser notifications when an agent needs your attention.,13B. Global settings · Desktop dark > Page workspace > Page content > Settings navigation and content > Settings content > Notifications settings link,FKM0u/FYFBz/FLFl7/c3C0gv/NFzww/hvlt2,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1461,FKM0u,13B. Global settings · Desktop dark,j3pAz,Resources icon,"Resources Parallel task limits and per-task memory, across all projects.",13B. Global settings · Desktop dark > Page workspace > Page content > Settings navigation and content > Settings content > Resources settings link,FKM0u/FYFBz/FLFl7/c3C0gv/NFzww/iXPyX,lucide,cpu,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#D7BDFF,icons/lucide-cpu-78353ca31ba0.svg,lucide/cpu/78353ca31ba0
